CIE;DESCRIPCION
E896;HIPOFUNCION ADRENOCORTICAL [MEDULA SUPRARRENAL] CONSECUTIVA A PROCEDIMIENTOS
E898;OTROS TRASTORNOS METABOLICOS Y ENDOCRINOS CONSECUTIVOS A PROCEDIMIENTOS
E899;TRASTORNO ENDOCRINO Y METABOLICO CONSECUTIVO A PROCEDIMIENTOS, NO ESPECIFICADO
E90X;TRASTORNOS NUTRICIONALES Y METABOLICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
F00;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER
F000;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO
F001;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO
F002;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO
F009;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA
F01;DEMENCIA VASCULAR
F010;DEMENCIA VASCULAR DE COMIENZO AGUDO
F011;DEMENCIA VASCULAR POR INFARTOS MULTIPLES
F012;DEMENCIA VASCULAR SUBCORTICAL
F013;DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL
F018;OTRAS DEMENCIA VASCULARES
F019;DEMENCIA VASCULAR, NO ESPECIFICADA
F02;DEMENCIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
F020;DEMENCIA EN LA ENFERMEDAD DE PICK
F021;DEMENCIA EN LA ENFERMEDAD DE CREUTZFELDT-JAKOB
F022;DEMENCIA EN LA ENFERMEDAD DE HUNTINGTON
F023;DEMENCIA EN LA ENFERMEDAD DE PARKINSON
F024;DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
F028;DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE
F03X;DEMENCIA , NO ESPECIFICADA
F04X;SINDROME AMNESICO ORGANICO, NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS
F05;DELIRIO, NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS
F050;DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA, ASI DESCRITO
F051;DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA
F058;OTROS DELIRIOS
F059;DELIRIO, NO ESPECIFICADO
F06;OTROS TRASTORNOS MENTALES DEBIDOS A LESION Y DISFUNCION CEREBRAL, Y A ENFERMEDAD FISICA
F060;ALUCINOSIS ORGANICA
F061;TRASTORNO CATATONICO, ORGANICO
F062;TRASTORNO DELIRANTE [ESQUIZOFRENIFORME], ORGANICO
F063;TRASTORNOS DEL HUMOR [AFECTIVOS], ORGANICOS
F064;TRASTORNO DE ANSIEDAD, ORGANICO
F065;TRASTORNO DISOCIATIVO, ORGANICO
F066;TRASTORNO DE LABILIDAD EMOCIONAL [ASTENICO], ORGANICO
F067;TRASTORNO COGNOSCITIVO LEVE
F068;OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA
F069;TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA
F07;TRASTRONOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION O DISFUNCION CEREBRAL
F070;TRASTORNO DE LA PERSONALIDAD, ORGANICO
F071;SINDROME POSTENCEFALITICO
F072;SINDROME POSTCONCUSIONAL
F078;OTROS TRASTORNOS ORGANICOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION Y DISFUNCION CEREBRALES
F079;TRASTORNO ORGANICO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO, NO ESPECIFICADO, DEBIDO A ENFERMEDAD, LESION Y DISFUNCION CEREBRAL
F09X;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO
F10;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL
F100;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, INTOXICACION AGUDA
F101;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, USO NOCIVO
F102;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, SINDROME DE DEPENDENCIA
F103;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, ESTADO DE ABSTINENCIA
F104;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, ESTADO DE ABSTINENCIA CON DELIRIO
F105;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, TRASTORNO PSICOTICO
F106;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, SINDROME AMNESICO
F107;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F108;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F109;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F11;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS
F110;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, INTOXICACION AGUDA
F111;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, USO NOCIVO
F112;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, SINDROME DE DEPENDENCIA
F113;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, ESTADO DE ABSTINENCIA
F114;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, ESTADO DE ABSTINENCIA CON DELIRIO
F115;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, TRASTORNO PSICOTICO
F116;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, SINDROME AMNESICO
F117;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F118;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F119;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F12;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES
F120;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, INTOXICACION AGUDA
F121;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, USO NOCIVO
F122;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, SINDROME DE DEPENDENCIA
F123;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, ESTADO DE ABSTINENCIA
F124;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, ESTADO DE ABSTINENCIA CON DELIRIO
F125;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, TRASTORNO PSICOTICO
F126;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, SINDROME AMNESICO
F127;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F128;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F129;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F13;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS
F130;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, INTOXICACION AGUDA
F131;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, USO NOCIVO
F132;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, SINDROME DE DEPENDENCIA
F133;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, ESTADO DE ABSTINENCIA
F134;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, ESTADO DE ABSTINENCIA CON DELIRIO
F135;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, TRASTORNO PSICOTICO
F136;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, SINDROME AMNESICO
F137;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F138;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F139;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS, TRASTORNOS MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADOS
F14;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA
F140;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, INTOXICACION AGUDA
F141;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, USO NOCIVO
F142;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, SINDROME DE DEPENDENCIA
F143;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, ESTADO DE ABSTINENCIA
F144;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, ESTADO DE ABSTINENCIA CON DELIRIO
F145;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, TRASTORNO PSICOTICO
F146;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, SINDROME AMNESICO
F147;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F148;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F149;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F15;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMILANTES, INCLUIDA LA CAFEINA
F150;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, INTOXICACION AGUDA
F151;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, USO NOCIVO
F152;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, SINDROME DE DEPENDENCIA
F153;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, ESTADO DE ABSTINENCIA
F154;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, ESTADO DE ABSTINENCIA CON DELIRIO
F155;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, TRASTORNO PSICOTICO
F156;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, SINDROME AMNESICO
F157;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F158;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F159;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F16;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS
F160;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, INTOXICACION AGUDA
F161;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, USO NOCIVO
F162;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, SINDROME DE DEPENDENCIA
F163;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, ESTADO DE ABSTINENCIA
F164;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, ESTADO DE ABSTINENCIA CON DELIRIO
F165;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, TRASTORNO PSICOTICO
F166;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, SINDROME AMNESICO
F167;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F168;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, OTROS TRASTORNO MENTALES Y DEL COMPORTAMIENTO
F169;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F17;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO
F170;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, INTOXICACION AGUDA
F171;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, USO NOCIVO
F172;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, SINDROME DE DEPENDENCIA
F173;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, ESTADO DE ABSTINENCIA
F174;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, ESTADO DE ABSTINENCIA CON DELIRIO
F175;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, TRASTORNO PSICOTICO
F176;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, SINDROME AMNESICO
F177;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F178;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F179;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F18;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES
F180;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, INTOXICACION AGUDA
F181;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, USO NOCIVO
F182;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, SINDROME DE DEPENDENCIA
F183;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, ESTADO DE ABSTINENCIA
F184;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, ESTADO DE ABSTINENCIA CON DELIRIO
F185;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, TRASTORNO PSICOTICO
F186;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, SINDROME AMNESICO
F187;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F188;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F189;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F19;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS
F190;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, INTOXICACION AGUDA
F191;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, USO NOCIVO
F192;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, SINDROME DE DEPENDENDENCIA
F193;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, ESTADO DE ABSTINENCIA
F194;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, ESTADO DE ABSTINENCIA CON DELIRIO
F195;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, TRASTORNO PSICOTICO
F196;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, SINDROME AMNESICO
F197;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO
F198;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
F199;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO
F20;ESQUIZOFRENIA
F200;ESQUIZOFRENIA PARANOIDE
F201;ESQUIZOFRENIA HEBEFRENICA
F202;ESQUIZOFRENIA CATATONICA
F203;ESQUIZOFRENIA INDIFERENCIADA
F204;DEPRESION POSTESQUIZOFRENICA
F205;ESQUIZOFRENIA RESIDUAL
F206;ESQUIZOFRENIA SIMPLE
F208;OTRAS ESQUIZOFRENIAS
F209;ESQUIZOFRENIA, NO ESPECIFICADA
F21X;TRASTORNO ESQUIZOTIPICO
F22;TRASTORNOS DELIRANTES PERSISTENTES
F220;TRASTORNO DELIRANTE
F228;OTROS TRASTORNOS DELIRANTES PERSISTENTES
F229;TRASTORNOS DELIRANTE PERSISTENTE, NO ESPECIFICADO
F23;TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS
F230;TRASTORNO PSICOTICO AGUDO POLIMORFO, SIN SINTOMAS DE ESQUIZOFRENIA
F231;TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA
F232;TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO
F233;OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES
F238;OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS
F239;TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO
F24X;TRASTORNO DELIRANTE INDUCIDO
F25;TRASTORNOS ESQUIZOAFECTIVOS
F250;TRASTORNO ESQUIZOAFECTIVO DE TIPO MANIACO
F251;TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO
F252;TRASTORNO ESQUIZOAFECTIVO DE TIPO MIXTO
F258;OTROS TRASTORNOS ESQUIZOAFECTIVOS
F259;TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO
F28X;OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO
F29X;PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA
F30;EPISODIO MANIACO
F300;HIPOMANIA
F301;MANIA SIN SINTOMAS PSICOTICOS
F302;MANIA CON SINTOMAS PSICOTICOS
F308;OTROS EPISODIOS MANIACOS
F309;EPISODIO MANIACO, NO ESPECIFICADO
F31;TRASTORNO AFECTIVO BIPOLAR
F310;TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE
F311;TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS
F312;TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS
F313;TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO
F314;TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS
F315;TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS
F316;TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE
F317;TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION
F318;OTROS TRASTORNOS AFECTIVOS BIPOLARES
F319;TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO
F32;EPISODIO DEPRESIVO
F320;EPISODIO DEPRESIVO LEVE
F321;EPISODIO DEPRESIVO MODERADO
F322;EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS
F323;EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS
F328;OTROS EPISODIOS DEPRESIVOS
F329;EPISODIO DEPRESIVO, NO ESPECIFICADO
F33;TRASTORNO DEPRESIVO RECURRENTE
F330;TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE
F331;TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE
F332;TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS
F333;TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS
F334;TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION
F338;OTROS TRASTORNOS DEPRESIVOS RECURRENTES
F339;TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO
F34;TRASTORNO DEL HUMOR [AFECTIVOS] PERSISTENTES
F340;CICLOTIMIA
F341;DISTIMIA
F348;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES
F349;TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO
F38;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS]
F380;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS
F381;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES
F388;OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS
F39X;TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO
F40;TRASTORNOS FOBICOS DE ANSIEDAD
F400;AGORAFOBIA
F401;FOBIAS SOCIALES
F402;FOBIAS ESPECIFICAS (AISLADAS)
F408;OTROS TRASTORNOS FOBICOS DE ANSIEDAD
F409;TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO
F41;OTROS TRASTORNOS DE ANSIEDAD
F410;TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA]
F411;TRASTORNO DE ANSIEDAD GENERALIZADA
F412;TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION
F413;OTROS TRASTORNOS DE ANSIEDAD MIXTOS
F418;OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS
F419;TRASTORNO DE ANSIEDAD, NO ESPECIFICADO
F42;TRASTORNO OBSESIVO-COMPULSIVO
F420;PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS
